scheme_id,name,region,status,created_at,updated_at,base_rate
sch_1102,SCH-N6PCIL,Gujarat,active,2024-06-27T20:00:50.430392,2025-05-04T20:00:50.430392,1.174
sch_1103,SCH-TF5ETP,Punjab,active,2025-06-23T20:00:50.430392,2025-08-09T20:00:50.430392,1.896
sch_1104,SCH-Q71GMK,Bihar,active,2024-12-13T20:00:50.430392,2025-07-26T20:00:50.430392,1.21
sch_1105,SCH-5WPFFR,Karnataka,active,2024-11-02T20:00:50.430392,2025-02-07T20:00:50.430392,0.686
sch_1106,SCH-OELY0F,Gujarat,paused,2024-06-05T20:00:50.430392,2025-07-11T20:00:50.430392,0.589
sch_1107,SCH-DEULMR,Tamil Nadu,active,2025-03-21T20:00:50.430392,2025-06-03T20:00:50.430392,1.357
sch_1108,SCH-ZDQQ86,Andhra Pradesh,active,2024-12-20T20:00:50.430392,2025-04-10T20:00:50.430392,1.898
sch_1109,SCH-W0RQ5K,Madhya Pradesh,active,2025-05-10T20:00:50.430392,2025-05-27T20:00:50.430392,1.752
sch_1110,SCH-SA595W,Bihar,active,2024-07-07T20:00:50.430392,2024-08-21T20:00:50.430392,0.688
sch_1111,SCH-IGE10H,Haryana,paused,2025-02-09T20:00:50.430392,2025-03-29T20:00:50.430392,0.69
sch_1112,SCH-X9E8A8,Tamil Nadu,active,2024-11-16T20:00:50.430392,2025-01-28T20:00:50.430392,0.893
sch_1113,SCH-WWK625,Karnataka,paused,2024-08-12T20:00:50.430392,2025-04-18T20:00:50.430392,1.031
sch_1114,SCH-FR0ROC,Bihar,active,2024-08-24T20:00:50.430392,2024-11-14T20:00:50.430392,0.782
sch_1115,SCH-8JBS8D,Karnataka,paused,2024-05-04T20:00:50.430392,2025-01-06T20:00:50.430392,0.306
sch_1116,SCH-GIIUIY,West Bengal,active,2025-05-22T20:00:50.430392,2025-06-09T20:00:50.430392,1.96
sch_1117,SCH-XLGW58,Karnataka,active,2025-04-07T20:00:50.430392,2025-07-31T20:00:50.430392,1.81
sch_1118,SCH-MHM2LI,Gujarat,active,2025-05-13T20:00:50.430392,2025-06-10T20:00:50.430392,0.76
sch_1119,SCH-5GI4PM,Rajasthan,active,2025-05-28T20:00:50.430392,2025-06-15T20:00:50.430392,1.197
sch_1120,SCH-7H5YH5,West Bengal,active,2024-04-08T20:00:50.430392,2025-04-02T20:00:50.430392,1.976
sch_1121,SCH-35AD4I,Maharashtra,active,2025-07-03T20:00:50.430392,2025-07-27T20:00:50.430392,0.226
sch_1122,SCH-KPPHBZ,Tamil Nadu,active,2024-04-04T20:00:50.430392,2025-06-01T20:00:50.430392,1.544
sch_1123,SCH-BUA66J,Chhattisgarh,active,2024-12-06T20:00:50.430392,2025-04-24T20:00:50.430392,0.77
sch_1124,SCH-1H7100,Karnataka,active,2024-06-25T20:00:50.430392,2024-09-19T20:00:50.430392,0.972
sch_1125,SCH-IFLFMF,Assam,active,2024-12-23T20:00:50.430392,2025-07-01T20:00:50.430392,1.29
sch_1126,SCH-QRQNMB,Karnataka,active,2024-06-17T20:00:50.430392,2024-09-01T20:00:50.430392,1.061
sch_1127,SCH-QKDNKQ,Bihar,paused,2024-10-31T20:00:50.430392,2025-01-19T20:00:50.430392,1.963
sch_1128,SCH-RHGK40,West Bengal,active,2024-09-11T20:00:50.430392,2025-02-02T20:00:50.430392,1.736
sch_1129,SCH-Y8G3L9,Gujarat,paused,2024-03-18T20:00:50.430392,2024-07-08T20:00:50.430392,1.497
sch_1130,SCH-N6862M,Madhya Pradesh,active,2024-12-11T20:00:50.430392,2025-06-18T20:00:50.430392,1.15
sch_1131,SCH-ZUKPAB,Jammu and Kashmir,active,2025-04-21T20:00:50.430392,2025-08-18T20:00:50.430392,0.441
sch_1132,SCH-CZHOMH,Kerala,paused,2024-09-26T20:00:50.430392,2025-01-30T20:00:50.430392,0.964
sch_1133,SCH-GT7KN4,West Bengal,active,2024-07-13T20:00:50.430392,2025-06-26T20:00:50.430392,0.385
sch_1134,SCH-O187S5,Karnataka,active,2024-05-27T20:00:50.430392,2025-06-04T20:00:50.430392,0.306
sch_1135,SCH-UTBO50,Bihar,paused,2025-01-07T20:00:50.430392,2025-07-06T20:00:50.430392,1.751
sch_1136,SCH-H69RLQ,Kerala,active,2024-06-05T20:00:50.430392,2024-12-19T20:00:50.430392,1.535
sch_1137,SCH-0X0YPE,Tripura,active,2024-05-06T20:00:50.430392,2025-06-08T20:00:50.430392,0.214
sch_1138,SCH-2CLCL9,Jammu and Kashmir,active,2024-08-27T20:00:50.430392,2024-09-23T20:00:50.430392,1.34
sch_1139,SCH-A259KI,Andhra Pradesh,active,2025-06-19T20:00:50.430392,2025-08-10T20:00:50.430392,0.203
sch_1140,SCH-EM4WVT,West Bengal,paused,2025-02-09T20:00:50.430392,2025-08-09T20:00:50.430392,1.141
sch_1141,SCH-YHW0HU,Odisha,paused,2025-03-20T20:00:50.430392,2025-05-03T20:00:50.430392,1.128
sch_1142,SCH-A351X1,Gujarat,active,2025-06-07T20:00:50.430392,2025-06-16T20:00:50.430392,0.909
sch_1143,SCH-KWMQQY,Bihar,paused,2024-07-25T20:00:50.430392,2025-07-22T20:00:50.430392,0.551
sch_1144,SCH-0VDVT4,Rajasthan,active,2024-12-04T20:00:50.430392,2025-01-25T20:00:50.430392,0.514
sch_1145,SCH-1Q5YVY,Telangana,paused,2025-01-30T20:00:50.430392,2025-02-07T20:00:50.430392,0.32
sch_1146,SCH-XC7YG7,Assam,active,2025-04-21T20:00:50.430392,2025-07-26T20:00:50.430392,1.371
sch_1147,SCH-L7Z3ON,Delhi,paused,2025-05-15T20:00:50.430392,2025-06-02T20:00:50.430392,1.096
sch_1148,SCH-VZP9P9,Rajasthan,paused,2025-02-11T20:00:50.430392,2025-02-19T20:00:50.430392,1.589
sch_1149,SCH-LMWBG8,Telangana,active,2024-08-20T20:00:50.430392,2025-02-01T20:00:50.430392,0.314
sch_1150,SCH-MKP3S5,Uttar Pradesh,active,2025-07-29T20:00:50.430392,2025-07-31T20:00:50.430392,1.885
sch_1151,SCH-N9GKB4,Maharashtra,paused,2024-04-22T20:00:50.430392,2024-06-08T20:00:50.430392,0.898
sch_1152,SCH-25GFWV,Uttar Pradesh,paused,2024-05-25T20:00:50.430392,2025-04-16T20:00:50.430392,0.208
sch_1153,SCH-27FAC3,Gujarat,active,2024-07-14T20:00:50.430392,2025-08-03T20:00:50.430392,1.09
sch_1154,SCH-DJ7C96,Kerala,active,2024-12-27T20:00:50.430392,2025-04-22T20:00:50.430392,1.909
sch_1155,SCH-KIPCII,Kerala,active,2024-08-17T20:00:50.430392,2025-04-03T20:00:50.430392,1.261
sch_1156,SCH-2FQHR4,Manipur,paused,2024-06-22T20:00:50.430392,2024-07-22T20:00:50.430392,1.029
sch_1157,SCH-AWPHDT,Uttar Pradesh,active,2025-07-28T20:00:50.430392,2025-08-17T20:00:50.430392,1.415
sch_1158,SCH-IWEXI3,Uttar Pradesh,active,2025-01-02T20:00:50.430392,2025-02-08T20:00:50.430392,1.86
sch_1159,SCH-DHJ0DH,Bihar,active,2024-07-03T20:00:50.430392,2025-03-07T20:00:50.430392,0.925
sch_1160,SCH-HRCH7F,West Bengal,active,2024-04-10T20:00:50.430392,2024-12-16T20:00:50.430392,1.833
sch_1161,SCH-GNVT9A,Gujarat,active,2025-03-19T20:00:50.430392,2025-04-14T20:00:50.430392,1.525
sch_1162,SCH-ACZ6TA,Himachal Pradesh,active,2025-07-11T20:00:50.430392,2025-07-23T20:00:50.430392,1.868
sch_1163,SCH-S4E9JI,Kerala,paused,2024-03-01T20:00:50.430392,2024-06-06T20:00:50.430392,1.977
sch_1164,SCH-W9UWXO,Punjab,active,2024-05-09T20:00:50.430392,2024-07-27T20:00:50.430392,1.347
sch_1165,SCH-5UT4NI,Andhra Pradesh,active,2025-04-23T20:00:50.430392,2025-08-11T20:00:50.430392,1.801
sch_1166,SCH-M242O2,Jharkhand,active,2024-10-20T20:00:50.430392,2024-11-26T20:00:50.430392,0.291
sch_1167,SCH-3DM692,Himachal Pradesh,active,2024-11-06T20:00:50.430392,2025-04-04T20:00:50.430392,0.826
sch_1168,SCH-A7WN70,Telangana,paused,2024-09-06T20:00:50.430392,2025-06-30T20:00:50.430392,0.467
sch_1169,SCH-QVBBAP,Uttarakhand,active,2025-04-24T20:00:50.430392,2025-05-14T20:00:50.430392,0.682
sch_1170,SCH-455R97,Madhya Pradesh,active,2024-05-13T20:00:50.430392,2024-11-26T20:00:50.430392,0.535
sch_1171,SCH-PVS6VF,Bihar,active,2024-07-07T20:00:50.430392,2025-08-17T20:00:50.430392,1.871
sch_1172,SCH-DXP4BP,Gujarat,active,2025-04-28T20:00:50.430392,2025-07-12T20:00:50.430392,1.479
sch_1173,SCH-T0WA8I,Maharashtra,paused,2024-06-15T20:00:50.430392,2024-07-04T20:00:50.430392,0.231
sch_1174,SCH-OGIIDB,Haryana,paused,2024-11-28T20:00:50.430392,2024-12-14T20:00:50.430392,1.95
sch_1175,SCH-IJG42B,Tamil Nadu,active,2024-10-18T20:00:50.430392,2025-06-27T20:00:50.430392,0.983
sch_1176,SCH-6O80SU,Odisha,active,2024-06-23T20:00:50.430392,2024-10-26T20:00:50.430392,0.917
sch_1177,SCH-H9M2MC,Bihar,active,2024-04-06T20:00:50.430392,2025-02-17T20:00:50.430392,1.242
sch_1178,SCH-86BBVZ,Punjab,paused,2025-04-13T20:00:50.430392,2025-06-28T20:00:50.430392,0.447
sch_1179,SCH-KHNGA4,Andhra Pradesh,active,2024-03-06T20:00:50.430392,2024-04-06T20:00:50.430392,1.768
sch_1180,SCH-CPK33Q,Tamil Nadu,active,2024-06-17T20:00:50.430392,2024-12-07T20:00:50.430392,1.355
sch_1181,SCH-I6KTL8,Madhya Pradesh,active,2024-09-05T20:00:50.430392,2024-10-19T20:00:50.430392,1.593
sch_1182,SCH-8PG36G,Gujarat,active,2024-09-07T20:00:50.430392,2025-04-08T20:00:50.430392,1.602
sch_1183,SCH-QCCP9U,Bihar,active,2025-06-06T20:00:50.430392,2025-07-19T20:00:50.430392,0.875
sch_1184,SCH-UW8UOK,Andhra Pradesh,paused,2024-04-04T20:00:50.430392,2024-05-09T20:00:50.430392,1.351
sch_1185,SCH-L5Y6BV,Uttar Pradesh,active,2024-08-24T20:00:50.430392,2024-11-11T20:00:50.430392,0.69
sch_1186,SCH-KM43X8,Tamil Nadu,active,2025-01-26T20:00:50.430392,2025-06-03T20:00:50.430392,0.931
sch_1187,SCH-RZE621,Karnataka,active,2025-04-28T20:00:50.430392,2025-07-23T20:00:50.430392,0.437
sch_1188,SCH-5MLUAB,Assam,active,2024-08-10T20:00:50.430392,2024-12-12T20:00:50.430392,0.301
sch_1189,SCH-8G5PNJ,Karnataka,active,2025-07-25T20:00:50.430392,2025-07-31T20:00:50.430392,1.083
sch_1190,SCH-HW6PJH,Bihar,paused,2024-09-14T20:00:50.430392,2025-05-22T20:00:50.430392,0.337
sch_1191,SCH-HAGK9O,Delhi,active,2025-01-18T20:00:50.430392,2025-06-12T20:00:50.430392,1.959
sch_1192,SCH-00IU0F,Haryana,active,2025-01-14T20:00:50.430392,2025-07-29T20:00:50.430392,0.792
sch_1193,SCH-430KAI,Odisha,active,2024-04-09T20:00:50.430392,2024-10-14T20:00:50.430392,0.79
sch_1194,SCH-TICEEV,Rajasthan,active,2024-05-05T20:00:50.430392,2025-07-19T20:00:50.430392,0.893
sch_1195,SCH-51ZV5B,Jammu and Kashmir,active,2025-03-12T20:00:50.430392,2025-06-14T20:00:50.430392,1.34
sch_1196,SCH-51QDVQ,Tamil Nadu,active,2024-04-14T20:00:50.430392,2024-08-05T20:00:50.430392,0.88
sch_1197,SCH-DETF7I,Assam,active,2024-11-02T20:00:50.430392,2025-02-11T20:00:50.430392,1.617
sch_1198,SCH-X65LWJ,Odisha,active,2025-07-24T20:00:50.430392,2025-08-12T20:00:50.430392,0.836
sch_1199,SCH-DVAR02,Maharashtra,active,2025-06-02T20:00:50.430392,2025-07-01T20:00:50.430392,1.453
sch_1200,SCH-83S9VK,Delhi,paused,2024-11-05T20:00:50.430392,2025-01-23T20:00:50.430392,0.822
sch_1201,SCH-IX3C3P,Tamil Nadu,paused,2024-10-24T20:00:50.430392,2025-01-05T20:00:50.430392,0.31
sch_1202,SCH-F471DS,Uttar Pradesh,active,2024-06-09T20:00:50.430392,2024-07-07T20:00:50.430392,1.227
sch_1203,SCH-0S15PK,Punjab,active,2024-07-09T20:00:50.430392,2025-08-04T20:00:50.430392,0.3
sch_1204,SCH-18VLQP,Lakshadweep,active,2024-02-25T20:00:50.430392,2025-08-13T20:00:50.430392,1.894
sch_1205,SCH-LRC0QB,Karnataka,active,2024-12-27T20:00:50.430392,2025-05-10T20:00:50.430392,1.723
sch_1206,SCH-XFFMU9,Meghalaya,paused,2024-11-06T20:00:50.430392,2025-05-06T20:00:50.430392,0.573
sch_1207,SCH-BRDYA4,Maharashtra,active,2024-09-13T20:00:50.430392,2024-10-26T20:00:50.430392,1.891
sch_1208,SCH-8DQNNA,Rajasthan,active,2024-08-26T20:00:50.430392,2024-12-18T20:00:50.430392,1.005
sch_1209,SCH-PW53PL,Madhya Pradesh,active,2024-06-20T20:00:50.430392,2025-08-14T20:00:50.430392,1.821
sch_1210,SCH-4CNRMK,Assam,active,2024-04-16T20:00:50.430392,2025-07-23T20:00:50.430392,1.941
sch_1211,SCH-Y3D8D7,Kerala,active,2025-06-02T20:00:50.430392,2025-07-11T20:00:50.430392,0.596
sch_1212,SCH-7ZVM9K,Uttarakhand,active,2024-08-23T20:00:50.430392,2024-12-30T20:00:50.430392,1.319
sch_1213,SCH-LR9ZPR,West Bengal,active,2024-03-06T20:00:50.430392,2024-08-08T20:00:50.430392,1.483
sch_1214,SCH-HK8A0T,Rajasthan,active,2024-12-03T20:00:50.430392,2025-03-13T20:00:50.430392,1.276
sch_1215,SCH-TDCRHG,Rajasthan,active,2025-04-29T20:00:50.430392,2025-05-13T20:00:50.430392,1.39
sch_1216,SCH-1PPWH9,Himachal Pradesh,active,2025-05-12T20:00:50.430392,2025-07-16T20:00:50.430392,0.601
sch_1217,SCH-OCBJ2C,West Bengal,active,2024-06-03T20:00:50.430392,2024-06-22T20:00:50.430392,0.672
sch_1218,SCH-VR4MJX,Haryana,active,2024-09-12T20:00:50.430392,2025-07-17T20:00:50.430392,1.949
sch_1219,SCH-CNKBMN,Tamil Nadu,active,2025-04-03T20:00:50.430392,2025-08-03T20:00:50.430392,1.969
sch_1220,SCH-85PK6U,Madhya Pradesh,active,2024-08-24T20:00:50.430392,2025-02-03T20:00:50.430392,1.509
sch_1221,SCH-8WQZ6P,Odisha,active,2024-12-19T20:00:50.430392,2025-05-27T20:00:50.430392,1.154
sch_1222,SCH-GMWZZI,Uttar Pradesh,paused,2024-12-01T20:00:50.430392,2025-08-12T20:00:50.430392,1.883
sch_1223,SCH-PB0S3R,Jharkhand,active,2025-01-02T20:00:50.430392,2025-07-30T20:00:50.430392,1.519
sch_1224,SCH-WI8130,West Bengal,active,2025-01-12T20:00:50.430392,2025-07-27T20:00:50.430392,1.737
sch_1225,SCH-1O1F1M,Haryana,active,2024-06-27T20:00:50.430392,2024-12-14T20:00:50.430392,1.568
sch_1226,SCH-70WPBL,West Bengal,active,2025-06-16T20:00:50.430392,2025-07-06T20:00:50.430392,1.025
sch_1227,SCH-ORCA4Q,Chhattisgarh,active,2024-09-10T20:00:50.430392,2024-12-28T20:00:50.430392,0.354
sch_1228,SCH-QCOELD,Bihar,active,2025-04-29T20:00:50.430392,2025-05-29T20:00:50.430392,1.97
sch_1229,SCH-4H7IK7,Assam,active,2024-12-13T20:00:50.430392,2025-07-10T20:00:50.430392,0.801
sch_1230,SCH-FG0BW1,Odisha,active,2024-08-08T20:00:50.430392,2025-07-21T20:00:50.430392,1.374
sch_1231,SCH-G9FR17,West Bengal,active,2025-02-18T20:00:50.430392,2025-07-27T20:00:50.430392,1.077
sch_1232,SCH-3DWC03,Maharashtra,active,2024-04-30T20:00:50.430392,2025-08-07T20:00:50.430392,1.943
sch_1233,SCH-NN5OZA,Maharashtra,paused,2025-08-14T20:00:50.430392,2025-08-15T20:00:50.430392,0.458
sch_1234,SCH-S3ST0O,Delhi,paused,2024-03-04T20:00:50.430392,2024-03-13T20:00:50.430392,1.052
sch_1235,SCH-PF59KF,Kerala,active,2024-04-18T20:00:50.430392,2025-05-17T20:00:50.430392,1.664
sch_1236,SCH-BOZ0OD,Odisha,active,2024-08-14T20:00:50.430392,2024-12-28T20:00:50.430392,0.644
sch_1237,SCH-6EHXE2,Meghalaya,active,2025-08-02T20:00:50.430392,2025-08-06T20:00:50.430392,0.859
sch_1238,SCH-7QJ2S5,Arunachal Pradesh,active,2025-04-03T20:00:50.430392,2025-04-05T20:00:50.430392,1.882
sch_1239,SCH-8PDTO9,Tamil Nadu,active,2024-03-04T20:00:50.430392,2024-11-22T20:00:50.430392,0.28
sch_1240,SCH-05YU5C,Maharashtra,active,2025-07-01T20:00:50.430392,2025-08-08T20:00:50.430392,0.71
sch_1241,SCH-YQPJHS,Telangana,active,2024-10-21T20:00:50.430392,2025-06-13T20:00:50.430392,1.111
sch_1242,SCH-VW43G8,Chhattisgarh,active,2024-07-08T20:00:50.430392,2025-01-28T20:00:50.430392,0.567
sch_1243,SCH-OG25VR,Maharashtra,active,2024-07-15T20:00:50.430392,2024-11-19T20:00:50.430392,1.652
sch_1244,SCH-WLZFZ8,Andhra Pradesh,paused,2025-03-01T20:00:50.430392,2025-03-24T20:00:50.430392,1.713
sch_1245,SCH-QZ2NI6,Chhattisgarh,active,2024-03-17T20:00:50.430392,2024-12-24T20:00:50.430392,1.466
sch_1246,SCH-JPGCUM,Gujarat,active,2024-12-29T20:00:50.430392,2025-03-14T20:00:50.430392,0.726
sch_1247,SCH-SVUBP1,Maharashtra,active,2025-07-26T20:00:50.430392,2025-07-27T20:00:50.430392,0.272
sch_1248,SCH-DTHY3F,Gujarat,active,2024-09-07T20:00:50.430392,2024-11-29T20:00:50.430392,1.265
sch_1249,SCH-W0ZPB9,Rajasthan,paused,2024-12-22T20:00:50.430392,2025-02-19T20:00:50.430392,0.548
sch_1250,SCH-MZK9CD,Maharashtra,active,2024-12-23T20:00:50.430392,2025-05-10T20:00:50.430392,0.715
sch_1251,SCH-8H2D2Z,Telangana,active,2024-10-18T20:00:50.430392,2024-11-02T20:00:50.430392,0.817
sch_1252,SCH-0K5GCH,Delhi,active,2024-12-23T20:00:50.430392,2025-03-06T20:00:50.430392,0.286
sch_1253,SCH-D3RE8A,Madhya Pradesh,paused,2025-03-16T20:00:50.430392,2025-07-12T20:00:50.430392,0.47
sch_1254,SCH-DMBTGV,Rajasthan,paused,2024-12-20T20:00:50.430392,2025-07-22T20:00:50.430392,1.544
sch_1255,SCH-Z8EJFL,Gujarat,active,2025-06-20T20:00:50.430392,2025-08-16T20:00:50.430392,0.902
sch_1256,SCH-VUUJLC,Maharashtra,active,2024-06-03T20:00:50.430392,2025-02-06T20:00:50.430392,1.043
sch_1257,SCH-NZ6103,Maharashtra,active,2024-08-14T20:00:50.430392,2025-07-05T20:00:50.430392,0.688
sch_1258,SCH-FF1EAK,Bihar,active,2025-01-31T20:00:50.430392,2025-08-16T20:00:50.430392,1.367
sch_1259,SCH-X0UYDR,Maharashtra,active,2025-02-16T20:00:50.430392,2025-04-16T20:00:50.430392,1.884
sch_1260,SCH-3WTYAE,West Bengal,active,2024-11-13T20:00:50.430392,2024-12-21T20:00:50.430392,1.079
sch_1261,SCH-S7FKJI,Haryana,active,2024-05-27T20:00:50.430392,2024-11-09T20:00:50.430392,1.404
sch_1262,SCH-MXODQ1,Himachal Pradesh,active,2024-12-04T20:00:50.430392,2025-02-11T20:00:50.430392,0.703
sch_1263,SCH-RQ1JXW,Maharashtra,active,2024-07-17T20:00:50.430392,2024-09-10T20:00:50.430392,1.214
sch_1264,SCH-XA7I12,Andhra Pradesh,active,2025-02-05T20:00:50.430392,2025-06-05T20:00:50.430392,1.305
sch_1265,SCH-F3B3QP,Rajasthan,active,2024-03-18T20:00:50.430392,2025-06-11T20:00:50.430392,0.352
sch_1266,SCH-F2S8JQ,Punjab,active,2025-05-18T20:00:50.430392,2025-06-23T20:00:50.430392,1.398
sch_1267,SCH-5RMBMI,Maharashtra,active,2024-04-29T20:00:50.430392,2024-10-10T20:00:50.430392,0.739
sch_1268,SCH-XBR0S6,Bihar,active,2024-03-19T20:00:50.430392,2024-06-28T20:00:50.430392,1.476
sch_1269,SCH-OSOHGZ,Tamil Nadu,paused,2024-08-10T20:00:50.430392,2025-04-27T20:00:50.430392,1.692
sch_1270,SCH-K5YCCN,Chhattisgarh,active,2024-11-20T20:00:50.430392,2025-01-17T20:00:50.430392,1.001
sch_1271,SCH-SOJ2Q5,Uttar Pradesh,active,2024-08-09T20:00:50.430392,2024-11-09T20:00:50.430392,0.888
sch_1272,SCH-I2MEB9,Uttar Pradesh,paused,2025-05-05T20:00:50.430392,2025-07-21T20:00:50.430392,1.253
sch_1273,SCH-CHTMC9,Uttar Pradesh,active,2025-02-06T20:00:50.430392,2025-07-02T20:00:50.430392,1.622
sch_1274,SCH-3UGYIP,Andhra Pradesh,active,2025-06-05T20:00:50.430392,2025-06-28T20:00:50.430392,0.34
sch_1275,SCH-YTD0ZS,Kerala,active,2025-05-15T20:00:50.430392,2025-07-22T20:00:50.430392,0.7
sch_1276,SCH-RNUY07,Rajasthan,paused,2025-01-26T20:00:50.430392,2025-03-25T20:00:50.430392,0.824
sch_1277,SCH-8LXLPY,Bihar,active,2024-03-01T20:00:50.430392,2024-06-28T20:00:50.430392,0.544
sch_1278,SCH-E4O8A2,Puducherry,paused,2025-04-19T20:00:50.430392,2025-05-11T20:00:50.430392,1.902
sch_1279,SCH-ODH4S4,Rajasthan,active,2024-10-10T20:00:50.430392,2024-11-19T20:00:50.430392,0.468
sch_1280,SCH-R3H5H5,Karnataka,active,2025-06-09T20:00:50.430392,2025-06-24T20:00:50.430392,1.5
sch_1281,SCH-P27JBN,Punjab,paused,2024-12-04T20:00:50.430392,2025-05-07T20:00:50.430392,1.014
sch_1282,SCH-LK2HCV,Uttar Pradesh,active,2025-04-13T20:00:50.430392,2025-07-13T20:00:50.430392,1.149
sch_1283,SCH-9WSB78,West Bengal,active,2024-08-25T20:00:50.430392,2024-12-03T20:00:50.430392,1.876
sch_1284,SCH-VSVNLE,Chhattisgarh,active,2024-10-04T20:00:50.430392,2025-04-01T20:00:50.430392,1.076
sch_1285,SCH-GGEWJO,Punjab,paused,2024-12-18T20:00:50.430392,2025-02-07T20:00:50.430392,1.012
sch_1286,SCH-R2VWK6,West Bengal,paused,2024-09-01T20:00:50.430392,2024-12-21T20:00:50.430392,0.955
sch_1287,SCH-M8Z1MA,Assam,active,2024-11-15T20:00:50.430392,2025-03-28T20:00:50.430392,0.357
sch_1288,SCH-N62XGR,Karnataka,paused,2024-07-02T20:00:50.430392,2025-03-26T20:00:50.430392,0.952
sch_1289,SCH-S96JYE,Odisha,active,2024-10-03T20:00:50.430392,2025-01-07T20:00:50.430392,0.332
sch_1290,SCH-0M3QJ6,Maharashtra,active,2025-03-10T20:00:50.430392,2025-05-16T20:00:50.430392,1.035
sch_1291,SCH-5R6V45,Andhra Pradesh,active,2025-04-09T20:00:50.430392,2025-04-12T20:00:50.430392,0.533
sch_1292,SCH-5T53YW,Kerala,active,2024-06-13T20:00:50.430392,2025-03-12T20:00:50.430392,1.886
sch_1293,SCH-N75CIR,West Bengal,active,2025-03-21T20:00:50.430392,2025-07-21T20:00:50.430392,1.064
sch_1294,SCH-SLLHLW,West Bengal,active,2024-06-07T20:00:50.430392,2024-10-09T20:00:50.430392,1.75
sch_1295,SCH-Q953C2,Rajasthan,active,2024-10-30T20:00:50.430392,2024-12-28T20:00:50.430392,0.527
sch_1296,SCH-IY2VX4,Jammu and Kashmir,active,2024-07-14T20:00:50.430392,2025-07-07T20:00:50.430392,1.529
sch_1297,SCH-VK4Q8B,West Bengal,active,2024-08-30T20:00:50.430392,2025-02-09T20:00:50.430392,0.801
sch_1298,SCH-HAF3CT,Bihar,paused,2024-09-15T20:00:50.430392,2024-10-23T20:00:50.430392,0.772
sch_1299,SCH-B7SOMF,Bihar,active,2024-10-05T20:00:50.430392,2025-02-06T20:00:50.430392,0.411
sch_1300,SCH-HI5727,Bihar,active,2024-05-26T20:00:50.430392,2025-07-19T20:00:50.430392,1.897
sch_1301,SCH-276QNQ,Bihar,active,2024-04-13T20:00:50.430392,2025-06-20T20:00:50.430392,1.076
sch_1302,SCH-J2Z6UF,Punjab,active,2025-05-14T20:00:50.430392,2025-06-11T20:00:50.430392,1.106
sch_1303,SCH-LPQD8G,Meghalaya,paused,2024-02-28T20:00:50.430392,2024-10-11T20:00:50.430392,1.81
sch_1304,SCH-LQNMF6,Rajasthan,active,2025-01-10T20:00:50.430392,2025-04-18T20:00:50.430392,1.473
sch_1305,SCH-ZR7Y48,Maharashtra,active,2024-11-10T20:00:50.430392,2024-11-19T20:00:50.430392,1.918
sch_1306,SCH-9M2BHY,Maharashtra,active,2025-01-18T20:00:50.430392,2025-04-11T20:00:50.430392,1.826
sch_1307,SCH-CR3IUR,Tamil Nadu,active,2024-05-19T20:00:50.430392,2024-12-23T20:00:50.430392,1.905
sch_1308,SCH-7HMV1O,Bihar,active,2025-02-01T20:00:50.430392,2025-06-10T20:00:50.430392,0.722
sch_1309,SCH-WE0A1C,Andhra Pradesh,paused,2025-06-22T20:00:50.430392,2025-07-25T20:00:50.430392,1.773
sch_1310,SCH-ENAO5N,Punjab,active,2024-09-29T20:00:50.430392,2025-01-14T20:00:50.430392,0.702
sch_1311,SCH-5B0PRH,Maharashtra,active,2024-04-29T20:00:50.430392,2024-09-10T20:00:50.430392,1.952
sch_1312,SCH-PIHWHL,West Bengal,paused,2025-03-19T20:00:50.430392,2025-07-22T20:00:50.430392,0.276
sch_1313,SCH-O7A9A4,Maharashtra,active,2025-05-03T20:00:50.430392,2025-06-14T20:00:50.430392,0.369
sch_1314,SCH-KHZ5TJ,Assam,active,2024-05-31T20:00:50.430392,2024-10-02T20:00:50.430392,0.732
sch_1315,SCH-UXI22P,Rajasthan,paused,2025-06-03T20:00:50.430392,2025-06-29T20:00:50.430392,0.364
sch_1316,SCH-GIQDW0,Telangana,active,2024-10-26T20:00:50.430392,2024-12-26T20:00:50.430392,1.428
sch_1317,SCH-K0HQHI,Maharashtra,active,2024-07-16T20:00:50.430392,2025-07-24T20:00:50.430392,1.634
sch_1318,SCH-X13JS6,Uttar Pradesh,paused,2025-02-14T20:00:50.430392,2025-03-17T20:00:50.430392,0.266
sch_1319,SCH-EQU1QF,Maharashtra,paused,2024-07-02T20:00:50.430392,2024-09-04T20:00:50.430392,0.608
sch_1320,SCH-QPKVRR,Haryana,active,2024-04-12T20:00:50.430392,2024-07-05T20:00:50.430392,1.043
sch_1321,SCH-J9UNFM,Jharkhand,active,2025-04-10T20:00:50.430392,2025-08-01T20:00:50.430392,1.173
sch_1322,SCH-38QTY3,Telangana,active,2025-04-15T20:00:50.430392,2025-05-17T20:00:50.430392,0.304
sch_1323,SCH-6TMJGR,Maharashtra,active,2025-03-07T20:00:50.430392,2025-04-15T20:00:50.430392,1.734
sch_1324,SCH-MTU18P,Bihar,paused,2024-05-18T20:00:50.430392,2025-01-19T20:00:50.430392,1.624
sch_1325,SCH-5LXIMJ,Karnataka,active,2024-11-02T20:00:50.430392,2025-08-16T20:00:50.430392,1.948
sch_1326,SCH-3OQITH,West Bengal,active,2024-12-17T20:00:50.430392,2025-02-02T20:00:50.430392,0.791
sch_1327,SCH-XCQVV4,Kerala,active,2025-04-01T20:00:50.430392,2025-05-30T20:00:50.430392,0.276
